0	0	0	0.0
0	0	1	0.024449075
0	0	2	0.021576516
0	0	3	0.004580361
0	0	4	-0.01831146
0	0	5	-0.0050888625
0	0	6	0.022251684
0	0	7	0.02116145
0	0	8	0.017100822
0	0	9	0.005580777
0	0	10	-0.00040841516
0	0	11	-0.010134363
0	0	12	-0.016991762
0	0	13	-0.02059634
0	0	14	-0.018939605
0	0	15	-0.012048112
0	0	16	-0.003930704
0	0	17	-0.0006153444
0	0	18	0.0033666557
0	0	19	0.0118899895
0	0	20	0.012185118
0	0	21	0.0020163602
0	0	22	0.0012541943
0	0	23	-0.0031623682
0	0	24	-0.0050688633
0	0	25	-0.00749483
0	0	26	-0.0040289704
0	0	27	0.0033017064
0	0	28	0.0026427684
0	0	29	0.0055627916
0	0	30	0.005388059
0	0	31	0.006154462
0	0	32	0.005022748
0	0	33	0.0026630908
0	0	34	-0.0018257364
0	0	35	0.0049676355
0	0	36	-0.0009256471
0	0	37	0.0046875556
0	0	38	0.0040960303
0	0	39	0.008537746
0	0	40	0.0032372284
0	0	41	0.00087090617
0	0	42	0.0030520384
0	0	43	0.0006847515
0	0	44	0.0024431301
0	0	45	0.0006839291
0	0	46	0.0037193862
0	0	47	0.0069681173
0	0	48	0.0028541177
0	0	49	0.0055165854
0	0	50	0.009613363
0	0	51	0.0013548756
0	0	52	-0.0005275653
0	0	53	0.00241707
0	0	54	-0.00018046978
0	0	55	-0.0007736502
0	0	56	0.0054292227
0	0	57	0.0042898087
0	0	58	0.00046533495
0	0	59	0.002761339
0	0	60	0.0062486576
0	0	61	0.0021981972
0	0	62	0.0030602745
0	0	63	-0.0021427537
0	0	64	0.0014556531
0	0	65	0.0036738417
0	0	66	0.0011827799
0	0	67	0.004544053
0	0	68	0.0004227841
0	0	69	0.004217802
0	0	70	0.003824433
0	0	71	0.003588859
0	0	72	0.0024989662
0	0	73	0.0064909505
0	0	74	0.005750951
0	0	75	0.0046004634
0	0	76	-0.0018864596
0	0	77	0.0034631258
